0.71708, 0.731763, 0.740639, 0.740137, 0.747439, 0.758278, 0.761658, 0.766459, 0.777253, 0.790951, 0.79131, 0.792084, 0.793972, 0.795351, 0.811651, 0.809621, 0.813253, 0.814701, 0.809382, 0.820222, 0.81569, 0.831771, 0.833731, 0.833709, 0.826228, 0.84073, 0.834963, 0.828911, 0.839552, 0.832982, 0.847462, 0.847885, 0.851464, 0.845145, 0.839313, 0.848287, 0.842393, 0.84836, 0.849546, 0.844642, 0.84472, 0.854835, 0.855491, 0.845389, 0.846637, 0.850345, 0.854172, 0.852335, 0.851071, 0.853018, 0.853891, 0.851528, 0.85797, 0.858616, 0.861091, 0.845291, 0.846886, 0.842266, 0.847117, 0.850761, 0.849177, 0.838498, 0.86862,/*pad*/ 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.550523, 0.555863, 0.576715, 0.597907, 0.606542, 0.605332, 0.623515, 0.633136, 0.646319, 0.644752, 0.65593, 0.665281, 0.678968, 0.685552, 0.703781, 0.705725, 0.71333, 0.722609, 0.718651, 0.732636, 0.737063, 0.740025, 0.754749, 0.749174, 0.748729, 0.770766, 0.776357, 0.764162, 0.779712, 0.770137, 0.784357, 0.781463, 0.789324, 0.793286, 0.810026, 0.804036, 0.790852, 0.79857, 0.798134, 0.80168, 0.819843, 0.811194, 0.812727, 0.810971, 0.823902, 0.815134, 0.831267, 0.818943, 0.839958, 0.831495, 0.844027, 0.833938, 0.816763, 0.822382, 0.833175, 0.845417, 0.838341, 0.837506, 0.857318, 0.849907, 0.838788, 0.840928, 0.84674,/*pad*/ 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.450706, 0.471954, 0.480213, 0.500887, 0.505155, 0.520177, 0.539986, 0.561445, 0.563868, 0.5759, 0.584796, 0.605739, 0.606416, 0.61077, 0.631998, 0.622225, 0.651183, 0.648557, 0.669681, 0.668438, 0.673689, 0.687274, 0.683007, 0.695977, 0.697542, 0.713559, 0.715709, 0.736283, 0.709114, 0.74273, 0.74541, 0.739664, 0.747609, 0.7429, 0.743579, 0.733387, 0.757184, 0.769902, 0.760464, 0.78442, 0.779331, 0.788314, 0.790507, 0.773917, 0.776924, 0.789789, 0.804888, 0.777489, 0.791697, 0.806801, 0.802719, 0.786815, 0.816237, 0.826713, 0.8194, 0.81948, 0.806683, 0.81524, 0.817233, 0.836602, 0.840465, 0.82534, 0.830397,/*pad*/ 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.379518, 0.401348, 0.417241, 0.429807, 0.435829, 0.449968, 0.478303, 0.482871, 0.500769, 0.510633, 0.536509, 0.535738, 0.551906, 0.554775, 0.569558, 0.586337, 0.590911, 0.599063, 0.599817, 0.614754, 0.634055, 0.647832, 0.657805, 0.655771, 0.661954, 0.650495, 0.672867, 0.673497, 0.703251, 0.684072, 0.699942, 0.70871, 0.70827, 0.72284, 0.738366, 0.725184, 0.722031, 0.733968, 0.729912, 0.734029, 0.760211, 0.75362, 0.755222, 0.766354, 0.745939, 0.768965, 0.773149, 0.777435, 0.753468, 0.782949, 0.764922, 0.789486, 0.767939, 0.793152, 0.802726, 0.798858, 0.789511, 0.799456, 0.78747, 0.799505, 0.797251, 0.840843, 0.805341,/*pad*/ 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.319047, 0.342001, 0.356676, 0.372931, 0.387488, 0.39084, 0.425841, 0.435252, 0.449757, 0.472889, 0.483642, 0.493219, 0.509967, 0.530166, 0.538799, 0.536826, 0.545017, 0.557223, 0.578512, 0.569995, 0.59016, 0.60662, 0.609744, 0.618364, 0.61993, 0.648468, 0.627798, 0.64658, 0.662867, 0.657998, 0.656723, 0.676135, 0.678039, 0.691601, 0.699706, 0.690536, 0.695886, 0.71725, 0.709879, 0.724531, 0.719536, 0.737271, 0.734674, 0.757809, 0.736153, 0.755057, 0.75157, 0.745351, 0.758171, 0.737188, 0.75836, 0.767379, 0.772563, 0.767961, 0.76438, 0.772048, 0.782763, 0.784102, 0.796171, 0.798616, 0.806127, 0.793106, 0.774993,/*pad*/ 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.275733, 0.297301, 0.311671, 0.321879, 0.345828, 0.359159, 0.38988, 0.405562, 0.413638, 0.430832, 0.440926, 0.449168, 0.480392, 0.483342, 0.500449, 0.510525, 0.522212, 0.513416, 0.546105, 0.536384, 0.562318, 0.555939, 0.5817, 0.586196, 0.609994, 0.617358, 0.624495, 0.623073, 0.636355, 0.657748, 0.640627, 0.656967, 0.656587, 0.673065, 0.666813, 0.680875, 0.680944, 0.684832, 0.695925, 0.714222, 0.699107, 0.696737, 0.717457, 0.717234, 0.702888, 0.738836, 0.719946, 0.740059, 0.746731, 0.74186, 0.742658, 0.764161, 0.729248, 0.729905, 0.746435, 0.761559, 0.757683, 0.76806, 0.768213, 0.763788, 0.775051, 0.760297, 0.780936,/*pad*/ 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.234215, 0.252133, 0.271104, 0.288376, 0.305508, 0.317987, 0.34569, 0.356323, 0.367747, 0.388437, 0.402597, 0.420216, 0.446357, 0.446135, 0.474188, 0.476022, 0.491235, 0.501697, 0.506947, 0.513576, 0.536953, 0.548591, 0.559227, 0.555115, 0.579733, 0.591952, 0.583304, 0.608618, 0.6261, 0.615841, 0.624293, 0.634094, 0.63687, 0.628621, 0.652094, 0.673026, 0.678282, 0.665287, 0.676623, 0.687939, 0.675715, 0.699077, 0.713793, 0.738381, 0.685277, 0.727377, 0.71035, 0.701416, 0.707652, 0.725632, 0.739398, 0.737532, 0.742038, 0.742537, 0.743987, 0.744301, 0.767294, 0.747127, 0.750672, 0.757343, 0.75989, 0.742856, 0.786915,/*pad*/ 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.201035, 0.220505, 0.236624, 0.254586, 0.266113, 0.291326, 0.310813, 0.324694, 0.34243, 0.3647, 0.38906, 0.395955, 0.412613, 0.433517, 0.436757, 0.446149, 0.456467, 0.474101, 0.476557, 0.499357, 0.512643, 0.528179, 0.538569, 0.533288, 0.552118, 0.571464, 0.568253, 0.566324, 0.601251, 0.611392, 0.6116, 0.594579, 0.627974, 0.624836, 0.629741, 0.618375, 0.653445, 0.646066, 0.635702, 0.676062, 0.67103, 0.688269, 0.684195, 0.679117, 0.689704, 0.707964, 0.708276, 0.729245, 0.716366, 0.743318, 0.705667, 0.707639, 0.748629, 0.711991, 0.741186, 0.716521, 0.755222, 0.757045, 0.748988, 0.740359, 0.748362, 0.776231, 0.773654,/*pad*/ 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.169732, 0.189561, 0.201254, 0.221577, 0.242297, 0.263097, 0.274462, 0.290628, 0.320786, 0.32978, 0.349605, 0.366652, 0.371408, 0.406313, 0.418569, 0.425376, 0.435488, 0.452782, 0.462708, 0.467614, 0.481538, 0.498988, 0.512137, 0.51953, 0.526509, 0.541738, 0.556495, 0.571259, 0.575431, 0.57806, 0.577739, 0.586512, 0.603579, 0.604998, 0.612104, 0.611469, 0.632734, 0.635049, 0.657373, 0.644724, 0.670911, 0.652875, 0.65807, 0.673331, 0.701099, 0.680384, 0.683166, 0.676235, 0.700684, 0.682165, 0.681092, 0.702559, 0.696104, 0.733188, 0.711083, 0.734481, 0.695566, 0.720476, 0.755822, 0.722233, 0.732219, 0.755267, 0.744684,/*pad*/ 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.144493, 0.161809, 0.174961, 0.191543, 0.211996, 0.232758, 0.247215, 0.268819, 0.292904, 0.300267, 0.317986, 0.33722, 0.35404, 0.378732, 0.388126, 0.409131, 0.417673, 0.432201, 0.433622, 0.465941, 0.461632, 0.478656, 0.496747, 0.495529, 0.50563, 0.532832, 0.544064, 0.546805, 0.547736, 0.561937, 0.570943, 0.581107, 0.592402, 0.606675, 0.595483, 0.597253, 0.611129, 0.63678, 0.617575, 0.632181, 0.651411, 0.660537, 0.643945, 0.67671, 0.659899, 0.678452, 0.663523, 0.659592, 0.663325, 0.690732, 0.671458, 0.692504, 0.688666, 0.729558, 0.724204, 0.710334, 0.74054, 0.731893, 0.712267, 0.726668, 0.712691, 0.741713, 0.736353,/*pad*/ 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
